
 .... [TRUNCATED] 
<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<< 
 > Dato                                      :  Fri Nov 28 14:37:03 2014 
 > Slag                                      :  UP 
 > Ár                                        :  2013 
 > Skipabólk/-ar                             :  18 19 20 
 > Byrjanar og enda mánaŵ fyri ALK/ALD       :  JAN-DEC 
 > Skipabólk/-ar, sum longdir eru lántar frá :  0 
 > Skipabólk/-ar, sum vektir eru lántar frá  :  0 
 > Skipabólk/-ar, sum aldrar eru lántar frá  :  0 
 > ICES-øki                                  :  VB1 
 <<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<
 .... [TRUNCATED] 
>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>> 
> Alpha	 = 0.01474686
> Beta	 = 2.856893
> R^2	 = 0.9661737
> N	 = 14400
> Veida (kg.)	  = 13181943
> Rundveida (kg.) = 14631957
<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<
 .... [TRUNCATED] 
>>>>>>>>>>>>>> 	 ALK-lykil 	 <<<<<<<<<<<<
 .... [TRUNCATED] 
$ALK
    longd 0 1 2  3  4  5  6 7 8 9 10 11 12 13 14 15 Sum Matad
123   123 0 0 0  0  0  0  0 0 0 0  0  0  0  0  0  0   0     0
124   124 0 0 0  0  0  0  0 0 0 0  0  0  0  0  0  0   0     0
125   125 0 0 0  0  0  0  0 0 0 0  0  0  0  0  0  0   0     0
126   126 0 0 0  0  0  0  0 0 0 0  0  0  0  0  0  0   0     0
127   127 0 0 0  0  0  0  0 0 0 0  0  0  0  0  0  0   0     0
128   128 0 0 0  0  0  0  0 0 0 0  0  0  0  0  0  0   0     0
129   129 0 0 0  0  0  0  0 0 0 0  0  0  0  0  0  0   0     0
130   130 0 0 0  0  0  0  0 0 0 0  0  0  0  0  0  0   0     0
131   131 0 0 0  0  0  0  0 0 0 0  0  0  0  0  0  0   0     0
132   132 0 0 0  0  0  0  0 0 0 0  0  0  0  0  0  0   0     0
133   133 0 0 0  0  0  0  0 0 0 0  0  0  0  0  0  0   0     0
134   134 0 0 0  0  0  0  0 0 0 0  0  0  0  0  0  0   0     0
135   135 0 0 0  0  0  0  0 0 0 0  0  0  0  0  0  0   0     0
136   136 0 0 0  0  0  0  0 0 0 0  0  0  0  0  0  0   0     0
137   137 0 0 0  0  0  0  0 0 0 0  0  0  0  0  0  0   0     0
138   138 0 0 0  0  0  0  0 0 0 0  0  0  0  0  0  0   0     0
139   139 0 0 0  0  0  0  0 0 0 0  0  0  0  0  0  0   0     0
140   140 0 0 0  0  0  0  0 0 0 0  0  0  0  0  0  0   0     0
141   141 0 0 0  0  0  0  0 0 0 0  0  0  0  0  0  0   0     0
142   142 0 0 0  0  0  0  0 0 0 0  0  0  0  0  0  0   0     0
143   143 0 0 0  0  0  0  0 0 0 0  0  0  0  0  0  0   0     0
144   144 0 0 0  0  0  0  0 0 0 0  0  0  0  0  0  0   0     0
145   145 0 0 0  0  0  0  0 0 0 0  0  0  0  0  0  0   0     0
146   146 0 0 0  0  0  0  0 0 0 0  0  0  0  0  0  0   0     0
147   147 0 0 0  0  0  0  0 0 0 0  0  0  0  0  0  0   0     0
148   148 0 0 0  0  0  0  0 0 0 0  0  0  0  0  0  0   0     0
149   149 0 0 0  0  0  0  0 0 0 0  0  0  0  0  0  0   0     0
150   150 0 0 0  0  0  0  0 0 0 0  0  0  0  0  0  0   0     0

$ALK.j
    longd 0 1 2      3      4      5      6     7     8     9    10    11    12
1       1 0 0 0  0.000  0.000  0.000  0.000 0.000 0.000 0.000 0.000 0.000 0.000
2       2 0 0 0  0.000  0.000  0.000  0.000 0.000 0.000 0.000 0.000 0.000 0.000
